doc_id,doc_type,source,token_count
sample_5785,sample,南方所有人都是地域黑？他说黑北方的都是南蛮立马对号入座了？,6
sample_5786,sample,很多地域歧视都是来源于自媒体，有些自媒体专门带偏风向，只报道某省份的黑料，让网民形成了固有印象，认为这个地方经常这样，但其实要找黑料的话哪都有，并不是因为在谋省就更多,14
sample_5787,sample,是哪里人，感觉是西南的某省份女的,3
sample_5788,sample,据说可以花钱调查开房记录吧，有些机构专门调查的，只要钱给足，我觉得在好的女孩子，在那些开房记录面前和荡妇没什么区别,9
sample_5789,sample,成都吴施蒙事件自己去搜搜，又是新时代女性干的好事😓,5
sample_5790,sample,楼主是机器人吧。这天天4000+,2
sample_5791,sample,才中国大城市都有日本街，文化入侵相当严重,5
sample_5792,sample,它要是这么有意见就不改呗，说的就好像受了天大的委屈似的,2
sample_5793,sample,首先是你要区分什么是媚黑。,1
sample_5794,sample,赶紧去工地吧,1
sample_5795,sample,要是真喜欢大的，哪怕找个驴呢,2
sample_5797,sample,谁喜欢小黑啊，黑不拉几的看一眼都嫌脏，也就某些连汽车排气口都不放过的男人会喜欢黑妞,4
sample_5798,sample,娶黑人的也会被骂,1
sample_5799,sample,河南是中原，华夏之源，我觉得挺好一地方，郑州洪水里人也很热情善良，为什么被黑啊😅,6
sample_5800,sample,不是所有蒙古人都骑马上学，但是所有天津人都会说相声。,3
sample_5801,sample,呦呦呦，看来你把毛主席和周总理的户口挪到东北了，厉害，牛呀。,3
sample_5803,sample,现在关键在于执行，有法规，但是执行的时候打折扣。公信力已经丧失了，否则也不会引起这么多争议和矛盾。再有就是顾头不顾腚不能面对坏的方面，还死要面子拒绝公开道歉并做出改正。,12
sample_5805,sample,"xdm,看看韩国人是怎么对男性的",3
sample_5806,sample,东北人表示赞同👍️,3
sample_5807,sample,结了婚的通讯录在当今社会不出瑰的几乎为零,2
sample_5808,sample,我不否认现在的社会现状是外国人对我国环境造成了一定的影响，但我认为相当一部分人其实是把自己心里的自卑投射在找外国男朋友的女生身上了。,17
sample_5809,sample,就是一个外网普通论坛，什么都可以发，可能就是一些极端人士发的极端的话。,4
sample_5810,sample,这个是友军,1
sample_5811,sample,男性对女性敌意大？微博厕所白叫的吗。除了营销号有几个男的还微博说话。除非什么重大事情的时候才会去微博看看官媒发的东西,10
sample_5813,sample,现在女权是捆绑消费主义和性解放的。第一，关于消费主义，就是资本把女人捧成精致的公主，让女人产生梦幻般的自我公主认同，那么怎么精致呢？名牌包，名牌香水，名牌衣服，名牌化妆品，整容，美容，名车，豪宅等，而,52
sample_5814,sample,？？？？不是给我推荐的，是我自己去搜的，因为看到一个人曝光那个女人了,5
sample_5815,sample,除非你全家女性嫁给黑人，不然你说的每个字都没有说服力,5
sample_5816,sample,在网络地域黑眼里，穷是原罪😅,3
sample_5817,sample,这个我很难想象！这不是聊老黑呢嘛！😅😅,2
sample_5819,sample,那我在网上遇到十个广西人九个是脑瘫怎么说😆,3
sample_5820,sample,领导角度:谁要这种人？这不是个定时炸弹吗？我又不是拆弹专家。这货脑子指不定有什么幺蛾子，哪天就把我坑了，算了算了，赶紧好走不送。,6
sample_5821,sample,没关系，嫁给黑人真的不在意，就是不要生活在中国，谁管你嫁给谁，还是娶谁⁉,7
sample_5822,sample,那应该去日本生活了吧，可嫁内个的却喜欢赖在中国，这就是差距,5
sample_5823,sample,所以啊这话根本不是韦小宝说的，而是金庸说的这意思就很明确了,5
sample_5825,sample,一个说自己还没30岁，一个是63岁，区别咋这么大呢,1
sample_5826,sample,感觉这个吧的吧主好没存在感,2
sample_5828,sample,异性恋一样有骗婚，一样有仇女，直男的大男子主义盛行更导致女性地位下降??,5
sample_5829,sample,为什么，女生总把问题归为男生呢1.当你不爱说话的时候，说你不理她。2.当你提出相反观点时，她又不乐意。3.当你提出问题时，她又嫌弃你不懂(=_=)。总结，跟女人打交道真难，人不能不理，话不能不轻，还不,11
sample_5830,sample,我想起那个毛玉牛乳的图了比色色都比不过女人,2
sample_5831,sample,我们云南人参与不到南北大战，豆腐脑甜的咸的都有人吃，饺子米线都吃的香，东北粤菜江浙菜都觉得不错，少数民族和汉族都相处和谐。,10
sample_5832,sample,100年以后，所有的中国人来自中原地区（或官话地区）,5
sample_5833,sample,我都算比较宅的了，这几年我都看到三次黑人和中国妻子在街上走，而且是带小孩的那种。具体哪个地方不说了。,9
sample_5834,sample,有点道理😅,2
sample_5835,sample,如果把江浙沪的ip永久换成我这ip，其余啥都不变，你们换吗😆,2
sample_5836,sample,好一个能让郭南自由发言的平台是必要的！,4
sample_5837,sample,第一条已经把位置局限到北方省份了😅南方智慧人怎么会被黑呢，对吧。,5
sample_5838,sample,现在我彻底懂了为啥白人要对它们隔离因为不管咋个给它们提供再好教育它们也无法同白人与海外花人一同治理好过家这是为啥这是它们天生大脑与基因所决定的,13
sample_5839,sample,txl没吗,1
sample_5840,sample,去推特看看就知道了，♠️,2
sample_5841,sample,我在象山吃过亏。我在昆山吃过亏。我在广东惠州吃过亏。也从未黑过任何一个地方的人。,2
sample_5842,sample,毕竟国外对这事比较放得开，老外都说中国女留学生比本地女人更开放,10
sample_5843,sample,黑孩一点也不可爱，是小色狼,2
sample_5844,sample,他也不累的谁知道天天表面上说什么正确婚恋价值观背地里天天xingqin女儿的是不是就是他,8
sample_5845,sample,立女热搜上一堆，女拳砂男婴的热搜就往死里压热度，逼乎真有你的，不愧是姓逼,3
sample_5846,sample,弱势与强势都是相对而言的，在美国社会由于白人站了主体，它们属于少数民族，所以只能说相对来说它们属于弱势群体。不过它们只是相对于白人来说属于弱势而已。在美国对比其他族裔它们还是强势的，因为人口。亚裔中东,11
sample_5847,sample,默错过了没有奸到，恼羞成怒,1
sample_5848,sample,和女生相关违法问题不是女生问题是TM谁的问题？主语都有问题还发个鸡毛声，发什么声？÷生？你一个男，怎么还性别歧视？管你你是什么玩意儿,7
sample_5849,sample,无所谓，爱找谁找谁，找猫找狗也行,1
sample_5850,sample,你还嫌中国人不够多吗👍👍,2
sample_5851,sample,这个力帆是那位约我见面的大叔吗，前阵子闹很大的浦力也是同一个人吗😨,1
sample_5852,sample,江西人表示MMP,2
sample_5853,sample,南满是什么。。。我也没说我是东北人啊？你看不懂字？“东北人在我们这里是直爽的”,2
sample_5854,sample,这是好事，只有魔法才能打败魔法,3
sample_5855,sample,看到你这个，我觉得好可怕,3
sample_5856,sample,这个逻辑可以,1
sample_5857,sample,未发现二维码,1
sample_5858,sample,前提和推理不足,1
sample_5859,sample,哈哈哈哈哈哈人才,2
sample_5860,sample,这种事件教会人们什么道理呢？那就是小仙女们一定要努力做到经济独立，自己买车自己开，这样的话想跳车就跳车不用经过任何人同意天天这点烂事，还想让年轻人结婚？结个锤子！有那钱去旅游去买手办去升级钓具大不了再,21
sample_5861,sample,这就是矛盾点，不评论事与对错，任何人都有选择另一半的权利，但是过后，不仅是过得好还是跑回来，都不要用那种恶心的嘴脸祸害中国男人，种什么因结什么果，自己选的路跪着也要走完，后悔了回来也可以，但是别折腾中,17
sample_5862,sample,“恋爱自由”是你选择恋爱对象的自由，不是别人必须喜欢你和你恋爱对象的自由。,8
sample_5863,sample,以及会成为酒桌上的谈资罢了,1
sample_5864,sample,基佬大多数只会骂一两句就不回，这就是纯种懦夫的表现，赞成？赞成,4
sample_5865,sample,震惊宇宙，外星人惊掉下巴，召开紧急会议，讨论地球上的人类越来越少了，你们看日本这个郭嘉，已经找不到自己民族的年轻男人了，让一个人猩混合动物出来代表整个日本大和民族。太恐怖了，欧洲各国也都遍布人猩混合动,23
sample_5866,sample,还有一点我不明白，你现在为什么住南昌呢？,3
sample_5867,sample,我也是一个t，但是我也觉得每个人都有选择的权利，你可以接受也可以讨厌这个群体，只要不侵犯他人利益，不影响他人生活就完全OK,11
sample_5868,sample,大家看看这直播的跟这个是不是一个人？,3
sample_5869,sample,哈哈估计自身条件非常烂只能靠出卖同性获得幕刃的关注了,7
sample_5870,sample,西方洗脑的白痴产物,2
sample_5871,sample,你们的回复都好苍白,1
sample_5872,sample,有性需求不行？中国主题就是压制男性的性释放途径，让郭楠只能通过婚姻来获得性，这个有错吗？,6
sample_5873,sample,作者似乎忘了这两只企鹅和其他企鹅的种族不同。连同种族异性都没有，他们根本就没有成为异性恋的机会，我完全可以说这只是他们为了合群而对其他异性恋的模仿，说他们是同性恋根本是牵强附会。,12
sample_5874,sample,性别平等观念更加深入人心，年轻女性平等意识更强95.4%的被访者认同“有一份有收入的工作对女人很重要”。不赞同“男人应该以社会为主，女人应该以家庭为主”的男女比例分别为50.9%、58.3%，比201,33
sample_5875,sample,有三个豪爽的地方很特别，与众不同。可以黑别人，别人不能说它们。😆,5
sample_5876,sample,如果黑人搞过的女人骗炮呢,2
sample_5877,sample,搜集一切♀✊暴行，向全世界倾诉我们的苦难，以史为鉴警示全球男性。,3
sample_5878,sample,我认识一个包邮区农村的小伙（此处农村非歧视，只是如实描述），他们和附近几个村都挺富裕的，他们就歧视一切外地人（此处本地就是指他们村和附近几个村，其他全是外地），他跟我说如果谁家娶个媳妇（嫁个老公）是外,13
sample_5879,sample,怎么会有这种人,1
sample_5880,sample,知道nv拳最大的敌人是谁吗？是亲子鉴定，是基因技术，建议打拳的认准敌人。,6
sample_5881,sample,这个id为推拿熊的人 只不过是一个在自媒体时代被媒体所误导的人罢了。 这种人是最容易被舆论改变思想的 别人说什么他都信。 我敢打包票 他没有来过北京，甚至全聚德不好吃都是从网上了解的。 🤭,14
sample_5882,sample,有幸在现场，差点血压上来背过气,1
sample_5883,sample,自从2011年至今反同恋吧有十二个年头了，很怀念十年前的反同恋吧。只是现在物是人非，用理性反同理论对待XBT们用所谓的文艺感化最终反噬了反同阵营自己，现在就是很好的证明。这让我想起了2010年一代反同,35
sample_5884,sample,我是个比较感性的人，说说我的感觉，就是感觉一整个东北的人心都很散，北京城里的都是爷，别人也歧视不到，之前也是在一个有关于地域嗨的评论里看见一个大连的说自己不是东北的怎么怎么样，以后再说东北人怎么怎样（,25
sample_5886,sample,河南人 本来人就不算坏 只是出去打工的农村人口多 一部分公共素养不高 与其他人行成摩擦而已 以前我几个同事经常和我抱怨 合租室友不爱干净 回来声音大 厕所搞得很脏等等都是河南地区的 我反问他们是不是那,33
sample_5887,sample,不锈钢管能做成戒指还以假乱真，技术不错，可以开个淘宝店，应该生意兴隆。,2
sample_5888,sample,竟敢怀疑文学家严肃的批判精神？罚你去背贾浅浅的诗歌三百片儿。,3
sample_5889,sample,对于默就是有一种无差别的讨厌。。。,2
sample_5890,sample,河南学校不少，但是跟你们人口比起来，你们上学不觉得费劲么？河南超级能生孩子，导致你们高考分数线超级高,11
sample_5891,sample,尼日利亚一女学生遭4名男子鞭打：校方称其违反教法通过鞭打“威慑他人”,2
sample_5892,sample,希望反同恋吧越来越好,3
sample_5893,sample,摸摸头，我们湖北也被称呼九头鸟，只会算计人，有偏见的毕竟只是少数,6
sample_5894,sample,只能用图片表达,3
sample_5896,sample,现在都标签化了，最逗的是之前在一个视频下面一堆人说东北人就XXX，其实视频里的人口音是离很远的某地的😅,9
sample_5898,sample,因为他们不见得广东的好啊，广东人也不要太包容，该怼的就要怼，该歧视的就要歧视，唔好咩都唔理咁,5
sample_5899,sample,怎么样，人家现在露出猩猩面目了，你往世卫投钱，整天捐款，现在白打水漂了,3
sample_5900,sample,为什么不发中国的研究？反同的是中国人,3
sample_5901,sample,刚才贴吧，抽风没办法回复你。只能先关注你，再给你回复。B站骂她，然后反手被举报封号，还是有点得不偿失的。也就只能在这儿骂骂她了。一击脱离是真的让人恼火。,7
sample_5902,sample,爱情本质是性冲动，是情绪价值；而所谓拜金，其实是追求供养价值，两者的区别是：由性冲动引发的爱情是针对人的，是真实的想和人进行性行为，而为了获得供养引发的爱情是针对钱的，和人进行性行为只不过是为了换到供,54
sample_5903,sample,是啊，不去非洲采棉花可惜呢,3
sample_5904,sample,抛开事实不谈，新时代小仙女找个接盘的拳力都没有了？气冷抖,6
sample_5905,sample,完美避开。已经卑微到北黑的资格都没有了,4
sample_5906,sample,图片加载失败,2
sample_5907,sample,小黑屋警告啊，你思想不正确，说谁都行，说默和魄就不行，知乎的祖宗主要来自这两个人种，你说他先人，就封你，就删你，就让你进小黑屋。,11
sample_5908,sample,男性骑洋马：她熊大，她腿长，她屁股翘，她长得漂亮女性挨洋(黑)枪：他是布尔人😄,5
sample_5909,sample,从十年前开始，你就应该天天刷这答案。,3
sample_5910,sample,别找太便宜的就行，听说便宜鸡跟你做完就开始叨叨叨她那些前男友的破事了。跟个怨妇似得，烦死了。现在22年，超过600都比较正常,6
sample_5911,sample,你这帖子一发，我就想到鸡你太美。我们说他长得是个屎你们又不同意。,4
sample_5912,sample,巧了，我回上一个评论没看到您这一条，意思一样。,4
sample_5913,sample,《异能蛋的传说》从前有个蛋，蛋上有个缝，苍蝇闻香来，被舔真爽快 ！直到有一天，苍蝇舔腻了，潇洒影无踪，空蛋寂寞了 。身体被掏空，蛋蛋累极了，体内还留卵，成坏臭蛋了 。某日碎壳声，惊天大逆转！你产走地鸡,5
sample_5914,sample,我不太理解这种人，如果真像她说的985毕业中科院研究生，思维怎么这么扭曲。是三观不正的人还是别有用心的人？,6
sample_5915,sample,女⭕️师和泥鸽。导致艾资也不少,2
sample_5916,sample,我觉得有道理，现在我自己都觉得我的口音搞笑了,5
sample_5917,sample,但被爆出来的说的都是上海话,2
sample_5918,sample,呕吐了，好恶心,1
sample_5919,sample,求男司机内心的阴影面积！,2
sample_5920,sample,没听过哪个浙江人被其实，应该说被排外,4
sample_5921,sample,国内女⭕️群嘲国男的时候你咋不这么说？,1
sample_5922,sample,长筒靴最早就是骑兵穿的，现代仪仗队男兵和坦克兵也穿长筒靴，以前历史上穿长筒靴的也大多是男人，因为军人，骑士，大多是男人，长筒马靴从来都属于军人的武装。历史上每次战争阵亡的也大多是男人，因为男兵居多，当,18
sample_5923,sample,你才是要好好读读历史呀，明朝嘉靖年间上海还是小渔村呐🥺,3
sample_5924,sample,请问你走路漏屎吗,1
sample_5925,sample,当然要反抗，但是答主说的相互歧视是不存在的。同性恋无法通过“歧视”异性恋来达到反抗的目的。因为歧视是强势群体对弱势群体发动的，单向的行为。,12
sample_5926,sample,确实，说得好👍️,1
sample_5927,sample,啊 虽然这种人确实很讨厌 但是小兄弟你为啥在我的评论下回复这个⁉,6
sample_5928,sample,哈哈哈哈哈哈，笑死我了，真会诡辩；这么理性的你不应该嫁鸡随鸡，嫁狗随狗？地球这么大，他能跑出地球？哪怕天涯海角、倾尽一生的时间找到你口中负心汉，用你无限爱与被爱的力量感动曾经与你共度的黑人，书写一段可,14
sample_5929,sample,感谢，已全部加入黑名单,3
sample_5931,sample,你那个性别要不要先改一下😆女拳不都喜欢冒充男的说话吗😆,6
sample_5933,sample,就是答主这样的男同太多了，才越来越觉得男同里三观不正，素质极差的人占大多数😄,8
sample_5934,sample,下次女拳骂你不尊重女性，你就回她，「该尊重的女性我就会尊重」!!,3
sample_5935,sample,南满正在修沈白高铁。,2
sample_5936,sample,首先说一句，喷神可能大概也许貌似真的有点种族歧视；但我还没说完，第二条就是，我也不可能接受，我支持喷神😆说到这我直接联想到成都吴蒙,11
sample_5937,sample,说错了，万分之九，更正一下。,2
sample_5938,sample,她中路不发信号导致我被对面抓了然后她来这出？,1
sample_5939,sample,对啊，我也是这样，看到我喜欢的画手是同，就接受不了，可是他的画风我真的好喜欢啊,5
sample_5940,sample,作为一个在这方面很无知的人，通过举一些极端又片面的例子，公开发表对一个群体的主观憎恨言论。别人问候你父母也是合情合理的🙂,10
sample_5941,sample,你来江苏住一段时间就知道了，或者自己在江苏台官网上看江苏新闻节目，最起码七八成是报道南京和江苏的负面新闻(车祸 情感纠纷 哪里环境差之类的)，很少看到表扬的,9
sample_5942,sample,原来就有人水过帖子了，签名骂女的很快就会被删，但有女的签名骂男的没事,6
sample_5943,sample,有个地方的人戾气很重，天天埋怨郭嘉欠他什么什么，埋怨别的地方欠他什么什么，看看网上哪个地方恨国党最多就明白了。,6
sample_5944,sample,…………就像你这样的人，有很多，如果我不是经历过，我TM会说吗，你就说我做了很讨人厌的事，你知道事实真相吗，我这有个房东，上海老太太，我跟其他人都一样上班下班，用水用电，结果她就老是来吵我，刚开始，我,17
sample_5945,sample,泼妇男，你贴出我拉黑你？你怎么不贴出你持续不断满篇脏话的撒泼言语呢？嗯？那帖子还能正常回吗？嗯？下作的剑人，哈哈哈[表情],8
sample_5946,sample,都是满满的让男性扛委屈，蛮不讲理的让男性退让，表面相让实则pua规训及精神打压！！！,5
sample_5947,sample,其实jatoo是多功能的。,1
sample_5948,sample,这种东西都能照做的不知道是没脊椎还是没脑子，不怕一万就怕万一，万一老婆是个仙女....,5
sample_5949,sample,搞得中国人没有似的，说不喜欢黑人啥的都理解，你说这话你觉得你好意思吗？中国有多少啊！,7
sample_5950,sample,我承认，我宁愿孤独终老，也不会接受一个和黑人嘿咻嘿咻过的女的。我不歧视黑人，我知道人类起源于非洲，我知道人类从生理到智商大家都是平等的，谁也不比谁差，黑人现在落后是历史的罪过，他们运气不好离欧洲太近了,27
sample_5951,sample,换个好看点的,1
sample_5952,sample,老赵，来讲讲中国原住民被大猩猩不当命的现象,3
sample_5953,sample,我们种族歧视者竟然因为种族歧视被白左歧视了，说好的白左反歧视呢，这些虚伪的白左（气气气）,4
sample_5954,sample,这b算是废了,1
sample_5955,sample,不好意思 南东莞北长春🙁,1
sample_5957,sample,那胸不大的女人没有人权？,2
sample_5958,sample,多看看分数吧，全国乙卷各大高校河南的考生的分数几乎全是全国第一。。。。华中科技给多少名额录取分数几乎都是排第一。。。说明什么？河南经济落后，考出来的尖子生不亚于发达地区（起码广东）。。,13
sample_5959,sample,在一些聊天交友软件，或者游戏里装成女的，骗舔狗的钱，这事我以前都干过发现舔狗简直精虫里没一点脑子,8
sample_5960,sample,先证明是不是，再问为什么🤔,2
sample_5961,sample,你这种把身边当世界的人，没什么好说的,4
sample_5962,sample,唉，你举报要有用才怪了,1
sample_5963,sample,又关你事?普及黄混是可怕的，中国不占优势了,2
sample_5964,sample,对，通常这种女人我们也不需要安排她在中国公司的住宿，每年一次的回国机票啥的。综合成本相比国内外派要低一些。也不会跟她打成一片的，客客气气但是会防着点的那种。而且我们也不可能给她升职的。,13
sample_5965,sample,不过外国语啥的确实要小心,2
sample_5966,sample,赤色利维坦坏事做尽孔孟之道、宋明理学是正信的古代社会何曾见过这样的状况真是令先王垂泪、众圣蒙羞,5
sample_5968,sample,因为默的长相不符合我国大部分人的审美,5
sample_5969,sample,人如其名 流量老贼🤭,1
sample_5970,sample,非洲人真的无法苟同😲😲😲台湾人打死也不嫁，又穷又老色胚，日本人，台湾就学他们的。中东太乱，其他还好了。,7
sample_5971,sample,我湖南呢？？？,1
sample_5972,sample,因为不是蝻人拍的，拳尸选择性忽略,1
sample_5973,sample,其实我觉得，真正地域歧视最严重的反而是上海的外来人口，在大城市待久了没来由的优越感，接近财富自以为拥有财富，恶臭,12
sample_5974,sample,😆哈哈哈哈答主为啥不回你呢,3
sample_5975,sample,y基因没了，女的x基因可还留下了，说不定因为默默特别喜欢生娃跑路，反而壮大了好几倍呢😄,7
sample_5976,sample,吧主，强烈建议去找有力的同盟，誓死守住反同恋吧,1
sample_5977,sample,台湾这两年人均gdp暴增。。。。,2
sample_5978,sample,为什么现在女的什么离谱的要求都敢提，因为总有添构去尽力满足她,5
sample_5979,sample,不和最差的比难道还和最好的比吗？你到底脑子里在想什么，你屁股坐哪边的？,4
sample_5980,sample,集美们，拿刀真的有用😅,1
sample_5981,sample,能够拥有一位贤良淑德的妻子，真是让人羡慕,6
sample_5982,sample,对，团结起来，赶走黑人。👍️,1
sample_5983,sample,很快就能解封的，性取向变态患者搞得鬼,4
sample_5984,sample,哈哈哈就原谅伟大的造物主吧,3
sample_5985,sample,在广州，表示没见过，脏水泼多了肆无忌惮了？把大多数女生都当作什么来侮辱啊,6
sample_5986,sample,为什么吃猪肉会成为黑点，不是少数民族的话吃猪肉不是很正常的一件事？,5
sample_5987,sample,大多数情况下性取向是先天的吧，基因里关于繁殖的部分早就确定好了,8
sample_5988,sample,男人不坏，,1
sample_5989,sample,rush，增加kuai感的,1
sample_5990,sample,要是反击黑人不犯法你看敢不敢,2
sample_5991,sample,不是回来欺负老实人，而是根本就回不来了！国家统计说女比男只少三千万，但实际上你感觉址这个数吗？就是因为被外国人骗出国后杀了不少！,11
sample_5992,sample,对了。男性儿童被女性性侵的比例是多少男性被女性家暴的比例又是多少？相比女性而言。弄清楚再来当正义使者吧。,6
sample_5993,sample,哈哈哈哈哈哈啊哈哈哈实锤了,1
sample_5994,sample,这没什么吧，她只要没做什么奇葩事，说什么奇葩话。就不该被攻击。除非你有大病。,4
sample_5995,sample,不只是彩礼，一说到赣派建筑、江西文化、赣语、婺源，很多人就急着否定，说江西人自吹自擂，说我们跟韩国人一样,7
sample_5996,sample,兄弟们，遇到打拳的一定要反击，打得一拳开，免得百拳来，今日朱军，明日诸君，坚守某乎的阵地，保卫B站，贴吧，逐渐向微博推进。否则当你哪天被诬陷的时候，无处发声。最可恶的就是理中派，就像蝙蝠的故事里的主角,13
sample_5997,sample,她和红警蓝天是什么关系？,1
sample_5998,sample,网络需要正气，晒出来了就少说难听的话,3
sample_5999,sample,恶心是你的自由没有任何问题，但是能够隐忍不外泄学会尊重别人，能够换位思考则是修养,9
sample_6000,sample,其实仔细想想这些地域黑言论，主要都是河南山东和东北，这些还都是粮食大省，微博知乎上都有很多地域黑，就是不断的损毁这些省份的声誉，我是河南人，身边有很对东北同学，我觉的人很好啊，没什么可黑的，室友就是山,23
sample_6001,sample,以前有个女人炫耀她老公先结扎再结婚，反正不生孩子，别人问她以后会不会离婚，女人摊手,12
sample_6002,sample,啥都不会都比国女好，起码不要房不要车，不要彩礼。,4
sample_6003,sample,我脑子清楚，只做自己女人的狗,3
sample_6004,sample,凡是这种黑的地狱黑，通通都是想分裂祖国的，而且是领美金的,4
sample_6005,sample,别说了，我跟孩子姓😆,1
sample_6006,sample,出狱了记得带着你的小二嗨一起滚回飞舟,2
sample_6007,sample,抱团，我们需要工会,1
sample_6008,sample,血和屈辱你只能二选一。,1
sample_6009,sample,好好好你最棒。,1
sample_6010,sample,铜真是这个世界的癌症，治不好了。要加强青少年教育,3
sample_6011,sample,好吃又便宜，人人吃得起😅,2
sample_6012,sample,这是不是批判，这比批判严重多了。,3
sample_6013,sample,说的对！应该远离不负责的，传播病毒的，动不动犯罪进监狱的人。只是正好以上几种人在黑人里面比例在7成以上。,12
sample_6014,sample,我们这里不管男的女的，如果不结婚就不能上族谱……虽然说现代也不在乎这些,4
sample_6015,sample,以后不准魔怔人出现在我帖子里,3
sample_6017,sample,好像你能看出来似的，能看出来的是什么样的人我就不用说了。,2
sample_6018,sample,贵州人表示在浙江贵州人的身份经常感受到来自浙江人的恶意,9
sample_6019,sample,就是 国外的都是好的 连家暴都是对的,2
sample_6020,sample,所以你承认之前视频里面的是你了？,4
sample_6021,sample,朋友，这贴发谷爱凌吧一份,1
sample_6022,sample,他们是被国女逼的。,1
sample_6023,sample,嗯是的主要还是嫌这种女的脏，不会这种女的是你吧,3
sample_6024,sample,表面女权，实则物化女性，制造身高焦虑，然后买他的啥b产品,6
sample_6026,sample,我竟无法反驳。。。,2
sample_6027,sample,不需要也会尊重，你不需要不代表其他人不需要。,4
sample_6028,sample,小时候在河南被骂新疆小偷，上了大学被调侃偷井盖的，高考还要被歧视，上网还要被吐槽，fk the world,11
sample_6029,sample,反串差不多得了,2
sample_6031,sample,幼稚！弱势群体拿什么去歧视主流群体？,5
sample_6032,sample,其实这个外国有做过调查的，按比例上来看，现在确实是大部分男性更支持女同婚姻，大部分女性更支持男同婚姻。,14
sample_6033,sample,去过一次新疆，河南人确实多。可能这位大姐接触过的河南人，有给她留下坏印象的,11
sample_6034,sample,我新疆的回族也算被黑惨了，虽然一部分确实有错但是不至于上升整个地域,8
sample_6035,sample,找老婆不能找强势的,2
sample_6036,sample,我遇见的骗子都是福建的、广东、广西三省。,5
sample_6037,sample,不多说了，一多说就被删，删了好几次，好棒棒哦,2
sample_6038,sample,经费不足，传送失败,1
sample_6039,sample,你还得画下面,1
sample_6040,sample,反正有了“臭脚老太太”之名，管他道歉不道歉的。。。,2
sample_6041,sample,非洲人踢球猛，打篮球更猛，跑步无敌。可是有什么用呢？？？根本没有办法改变国家民族，让大部分人生活的更好。,10
sample_6042,sample,看着小黑们就头大，都是将来零元购的料,3
sample_6043,sample,优点盖住不提，我跟比尔盖茨比谁中文说的好，我赢了，比尔盖茨配不上我,2
sample_6044,sample,姐姐你的圈子有点小啊，我就见过黑白在学校门口扭打（女的撕打，嘿人被打），女的带着哭腔质问“选我还是选她”？。。。平时不知道用啥语言沟通，这句倒是字正腔圆的京片子。,9
sample_6045,sample,张口闭口嫁过去当保姆，实际上做个番茄炒蛋都不会,3
sample_6047,sample,那你这不是造谣吗,2
sample_6048,sample,额，还是不要结婚组成家庭了，会很不幸的,4
sample_6049,sample,应该在随机带走几个lkd,2
sample_6050,sample,你说的有一部分道理，但是有些人是跟风黑的。东北人才很多，但是你说的那种人也不少。多数在黑龙江。,9
sample_6051,sample,不接收就对了。ZG不接受阿难民是正确选择，一帮神棍,4
sample_6052,sample,？基佬对社会的贡献远不如一个长相不佳的直男工程师,4
sample_6053,sample,主要是被嘿嘿玩过的，那不是一般的思想，那得多么的。。。,4
sample_6054,sample,“多看抖音，成熟点”,2
sample_6055,sample,女生打人的时候，男生不能还手，体育考试要求还比男生少一半,6
sample_6056,sample,这黑人应该回非洲去,3
sample_6057,sample,一口一个不生，怎么不上环啊。,1
sample_6058,sample,你📉我好心相劝却被基佬拉黑,2
sample_6059,sample,黑的暴行实在太多了，看到这些黑的所作所为还有人要为黑打抱不平吗？要是还有的话你的良心不会痛吗,4
sample_6060,sample,通讯录也不是什么好东西,3
sample_6061,sample,你是🐷脑么?百姓有钱谁去打厂？,1
sample_6062,sample,楼上洗地的差不多得了,2
sample_6063,sample,你是知乎上那个吗,1
sample_6064,sample,我之前的贴咋被删了,2
sample_6065,sample,肖万 永远的美队！,1
sample_6066,sample,想表达是你太偏激了兄弟,2
sample_6067,sample,"江西彩礼确实是真高。我朋友父母在温州开厂。因为很少回沈阳处的是一个江西的女朋友。结婚前段时间。你猜猜彩礼要了多少钱？讲价之后188,000。不过高就高了点儿。毕竟我朋友有钱。但最叫我无法接受的是这个钱",18
sample_6068,sample,先确定命题嘛，要找论据就轻而易举了，比如找一下法国华工后代的新闻报道就行,5
sample_6069,sample,如果真的引进大猩猩，到时候你可以看到大猩猩比黑人还要受国女宠爱,6
sample_6070,sample,所以说正因为国际鬼子虫类及其它们后代虫混从它们再地球诞生到现在根本就没有什么文明而且它们这种自卑性是发自骨髓基因绝对自卑所以在面对人类任何文明时就是盗窃与抢劫说白了国际鬼子虫类及其它们后代虫混这已经构,18
sample_6071,sample,为什么实名制的互联网时代，这些人还能这样发布这种极端言论。,5
sample_6072,sample,👍有道理哦，反对地域歧视，共创美好祖国🤗🤗🤗,6
sample_6073,sample,看条件还以为是抄底，看价格才知道是绩优股。,3
sample_6074,sample,二次元喜欢曹木琴,1
sample_6075,sample,就是宣传啊，这几天都开始删对它们形象不利的视频了，zzzq,4
sample_6076,sample,阿甘正传台词：“你是为什么要这样做？是为了世界和平吗？是为了妇女儿童的权益吗？是为了环境问题？是为了保护动物？”“我只是单纯的想。”,7
sample_6077,sample,彩礼吧本来就是农村小仙女聚集地,4
sample_6078,sample,我承认，我就是种族歧视！歧视一个作奸犯科，为非作歹的人不算歧视，叫弘扬正义，,5
sample_6079,sample,在姬圈有个别人还觉得“和男的睡过的女的都很脏”也挺无语的,1
sample_6080,sample,河南人不仅黑湖北，还黑陕西,3
